playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
107,193.0,96.0,23.21208981001727,11.6,2.9,5.7,51.2%,1.0,2.5,41.3%,2.6,3.1,86.4%,0.4,1.7,2.1,2.0,0.8,1.5,0.2,0.5,2.1,3.6,11.5,006450,"HIGGINS, CORY",33,https://media-cdn.incrowdsports.com/a1af1166-c6cd-4d7e-a98c-5048329b90df.png,CSK;BAR,CSK;FCB,CSKA Moscow;FC Barcelona,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
108,106.0,19.0,21.33034591194969,10.7,1.2,2.4,51.2%,2.0,5.4,37%,2.3,2.6,87.5%,0.3,1.5,1.8,5.7,0.6,2.5,0.1,0.3,2.3,2.6,11.5,JDR,"TEODOSIC, MILOS",37,https://media-cdn.incrowdsports.com/ce7511eb-75b9-4f03-9836-56f4a52e971d.png,CSK;VIR;RED,CSK;VIR;CZV,CSKA Moscow;Virtus Bologna;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
109,172.0,118.0,21.54467054263566,10.1,3.4,6.4,54.1%,0.6,1.6,38.2%,1.4,2.1,67.7%,1.0,3.0,4.0,1.1,0.4,0.9,0.2,0.3,1.3,2.7,11.5,AMM,"PRINTEZIS, GEORGIOS",36,https://media-cdn.incrowdsports.com/458c3a1b-4081-4f9e-89ae-46ff1844d461.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
110,157.0,101.0,25.257218683651804,11.1,2.6,4.5,57%,1.3,3.5,36.5%,2.1,2.9,73.4%,0.7,2.9,3.6,1.0,0.8,1.2,0.2,0.3,1.5,2.6,11.5,009006,"WILLIAMS, DERRICK",31,https://media-cdn.incrowdsports.com/245aaf8f-09c0-4e5a-9a1b-1b010df9bc5a.png,MUN;ULK;PAM;TEL;PAN,BAY;FNB;VBC;MTA;PAO,FC Bayern Munich;Fenerbahce Beko Istanbul;Valencia Basket;Maccabi Rapyd Tel Aviv;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
111,160.0,63.0,22.443333333333335,10.9,3.7,6.4,57.4%,0.6,2.0,31.1%,1.8,2.3,76.1%,1.2,3.3,4.6,0.7,0.7,1.5,1.0,0.4,2.0,2.3,11.6,008847,"MICKEY, JORDAN",29,https://media-cdn.incrowdsports.com/175bee47-c3c4-4356-9758-3cbd94c48871.png,MAD;KHI;DYR;VIR,RMB;KHI;ZEN;VIR,Real Madrid;BC Khimki;Zenit St Petersburg;Virtus Bologna,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
112,200.0,86.0,21.633499999999998,12.9,2.4,4.6,51.1%,2.0,5.4,36.8%,2.2,2.7,84.2%,0.3,1.4,1.7,3.0,0.5,1.8,0.1,0.3,1.9,3.4,11.6,000848,"NEDOVIC, NEMANJA",33,https://media-cdn.cortextech.io/664a91ef-82db-43d9-81c7-30bcbb9d8139.png,MAL;MIL;PAN;RED,UNI;AXM;PAO;CZV,Unicaja Malaga;EA7 Emporio Armani Milan;Panathinaikos AKTOR Athens;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
113,142.0,64.0,21.9887323943662,10.4,2.7,5.4,50.5%,1.1,2.9,39.4%,1.6,2.0,81.7%,0.3,1.7,2.0,5.4,0.7,2.2,0.0,0.4,1.7,2.2,11.7,KLT,"HEURTEL, THOMAS",32,https://media-cdn.cortextech.io/738f1c5e-08d0-477c-9c7c-1a304fef6319.png,IST;BAR;MAD,EFS;FCB;RMB,Anadolu Efes Istanbul;FC Barcelona;Real Madrid,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png
114,173.0,146.0,23.934296724470133,10.2,3.4,5.8,59%,0.6,1.6,36.5%,1.6,2.0,78.6%,1.7,2.8,4.5,1.4,0.6,1.4,0.3,0.2,2.3,2.4,11.7,007056,"BOOKER, DEVIN",33,https://media-cdn.cortextech.io/ea98130c-13f1-4e0b-b8d9-353132cd5816.png,KHI;ULK;MUN,KHI;FBB;BAY,BC Khimki;Fenerbahce Beko Istanbul;FC Bayern Munich,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
115,189.0,150.0,26.923985890652556,10.6,2.2,4.3,51%,1.5,3.7,40.1%,1.8,2.2,82.5%,1.2,2.8,4.0,1.3,0.9,1.0,0.2,0.3,2.0,2.6,11.7,008962,"HAYES-DAVIS, NIGEL",30,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCbqcoH/2db79cc7-9c4d-4bf2-99ea-d118e1487a69.png,ZAL;BAR;ULK,ZAL;BAR;FBB,Zalgiris Kaunas;FC Barcelona;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
116,239.0,131.0,19.914016736401674,10.8,3.8,6.8,55.1%,0.3,0.7,37.5%,2.4,3.2,75.2%,1.2,2.6,3.8,1.6,0.8,1.7,0.4,0.4,2.6,3.4,11.8,007870,"DAVIES, BRANDON",33,https://media-cdn.incrowdsports.com/81408ad9-aed4-4316-8d83-7f2f4eada6cf.png,ZAL;BAR;MIL;PAM;PAR,ZAL;FCB;EA7;VBC;PAR,Zalgiris Kaunas;FC Barcelona;EA7 Emporio Armani Milan;Valencia Basket;Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
117,189.0,85.0,19.129541446208112,8.4,3.4,5.5,61.7%,0.0,0.1,26.3%,1.6,2.2,71.9%,2.2,3.3,5.5,0.9,0.6,1.0,1.0,0.3,2.2,2.1,12.3,004887,"POIRIER, VINCENT",31,https://media-cdn.cortextech.io/bce92ebe-03e1-4588-9235-65b7e965b4e4.png,BAS;MAD;IST,KBA;RMB;EFS,Baskonia Vitoria-Gasteiz;Real Madrid;Anadolu Efes Istanbul,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
118,125.0,94.0,19.529866666666663,8.9,3.6,6.1,59.7%,0.0,0.0,0%,1.7,2.8,59%,1.8,3.3,5.1,1.7,0.5,1.5,0.4,0.2,2.2,3.3,12.4,002507,"TOMIC, ANTE",32,https://media-cdn.incrowdsports.com/2667174b-7474-4889-8212-fc2acb612c1b.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
119,179.0,134.0,25.345716945996276,11.7,3.3,6.7,49.1%,1.1,3.5,32.7%,1.7,2.0,85.1%,0.5,2.2,2.8,4.7,1.1,2.4,0.1,0.4,1.8,2.5,12.4,009622,"BROWN, LORENZO",34,https://media-cdn.cortextech.io/8c072cdd-59ae-4c44-8388-6a1903cd239e.png,RED;ULK;UNK;TEL;PAN,CZV;FNB;UNK;MTA;PAO,Crvena Zvezda Meridianbet Belgrade;Fenerbahce Beko Istanbul;UNICS Kazan;Maccabi Rapyd Tel Aviv;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png;https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
120,214.0,173.0,25.6398753894081,13.2,1.8,3.8,47.3%,2.5,6.8,37.1%,2.1,2.4,85.3%,0.3,1.7,2.0,3.4,1.2,1.9,0.0,0.3,1.7,3.1,12.5,006661,"WILBEKIN, SCOTTIE",31,https://media-cdn.cortextech.io/cded951a-8867-4298-b0f2-38bbff80dbd6.png,DAR;TEL;ULK,DDI;MTA;FBB,Darussafaka Basketbol;Maccabi Rapyd Tel Aviv;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png;https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
121,140.0,109.0,24.73,12.8,2.6,5.2,49.4%,1.6,4.5,35.7%,2.8,3.2,87.6%,0.5,2.5,3.0,2.7,1.0,1.6,0.1,0.3,2.8,3.6,12.5,009754,"LOYD, JORDAN",31,https://media-cdn.cortextech.io/f21f9f12-b440-41a3-87d7-aa3bbe6a36f3.png,PAM;RED;DYR;TEL;MCO,VBC;CZV;ZEN;MTA;ASM,Valencia Basket;Crvena Zvezda Meridianbet Belgrade;Zenit St Petersburg;Maccabi Rapyd Tel Aviv;AS Monaco,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png;https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
122,152.0,143.0,21.37510964912281,7.7,3.2,4.3,73.6%,0.0,0.0,0%,1.3,2.5,54.5%,1.7,2.9,4.6,1.9,0.4,1.2,1.0,0.2,2.1,2.8,12.6,008811,"FALL, MOUSTAPHA",32,https://media-cdn.cortextech.io/bc0bef29-4444-425d-97f1-cdb9ae9acb5d.png,ASV;OLY,ASV;OLY,LDLC ASVEL Villeurbanne;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
123,145.0,57.0,19.73919540229885,9.2,3.0,4.9,61.9%,0.0,0.0,100%,3.1,4.4,70.6%,2.1,2.9,5.0,0.5,0.5,0.9,0.8,0.3,2.5,3.6,12.6,003120,"GUDAITIS, ARTURAS",29,https://media-cdn.incrowdsports.com/925b2ddb-a6a2-4cd6-a35d-77086e723606.png,MIL;DYR;PAN,AXM;ZEN;PAO,EA7 Emporio Armani Milan;Zenit St Petersburg;Panathinaikos AKTOR Athens,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
124,171.0,145.0,27.005847953216374,12.0,2.9,5.4,54.2%,1.5,3.8,38.8%,1.8,2.3,81.3%,0.7,2.7,3.5,1.9,0.8,1.4,0.2,0.3,1.6,2.6,12.7,007831,"SHIELDS, SHAVON",30,https://media-cdn.cortextech.io/fb96bfde-ab98-4253-9fd6-d3ea23b536fa.png,BAS;MIL,KBA;EA7,Baskonia Vitoria-Gasteiz;EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
125,140.0,113.0,22.37654761904762,8.0,2.4,4.5,54.2%,0.6,1.7,35.6%,1.3,1.8,72.4%,1.7,3.7,5.5,3.7,0.9,2.1,0.3,0.3,2.3,2.9,12.9,006589,"SIKMA, LUKE",34,https://media-cdn.incrowdsports.com/ae703049-980c-4ddc-8c4f-f920ee5e7710.png,BER;OLY,BER;OLY,ALBA Berlin;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
126,159.0,147.0,27.43658280922432,10.6,2.1,3.6,57.4%,1.2,3.2,39.2%,2.6,3.0,86.8%,0.7,3.1,3.8,1.4,0.9,1.1,0.2,0.2,2.1,3.5,13.1,001288,"LUCIC, VLADIMIR",35,https://media-cdn.cortextech.io/c1901dfd-8e25-4833-a576-ac4ab82d75a6.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
127,257.0,244.0,26.82101167315175,9.6,3.0,5.9,50.8%,0.9,3.1,30%,0.9,1.7,52%,0.6,3.5,4.1,6.7,1.3,2.4,0.1,0.4,2.4,2.3,13.1,001932,"CALATHES, NICK",35,https://media-cdn.cortextech.io/485a2561-f9f3-4ba8-b5b8-1631294c4c99.png,PAN;BAR;ULK;MCO,PAO;FCB;FBB;ASM,Panathinaikos AKTOR Athens;FC Barcelona;Fenerbahce Beko Istanbul;AS Monaco,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
128,146.0,104.0,26.210388127853882,15.0,3.2,6.2,51.2%,1.8,4.6,39.2%,3.1,3.5,89.8%,0.3,1.7,2.0,2.2,1.0,1.4,0.1,0.5,2.2,3.5,13.5,009862,"PUNTER, KEVIN",31,https://media-cdn.cortextech.io/139997de-48ae-4035-9c35-75b504c82992.png,OLY;RED;MIL;PAR;BAR,OLY;CZV;AXM;PAR;BAR,Olympiacos Piraeus;Crvena Zvezda Meridianbet Belgrade;EA7 Emporio Armani Milan;Partizan Mozzart Bet Belgrade;FC Barcelona,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
129,266.0,104.0,25.279636591478695,10.8,2.0,4.1,48.5%,1.4,3.5,40%,2.6,2.9,89.9%,0.4,2.0,2.3,5.3,0.7,2.2,0.1,0.3,1.6,3.2,13.6,001926,"SLOUKAS, KOSTAS",34,https://media-cdn.cortextech.io/0a26c0f0-41a7-4ffc-8de1-e7cecbcc8338.png,ULK;OLY;PAN,FNB;OLY;PAO,Fenerbahce Beko Istanbul;Olympiacos Piraeus;Panathinaikos AKTOR Athens,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
130,166.0,135.0,25.703413654618473,13.7,3.7,7.6,49.1%,1.1,3.5,32.3%,2.9,3.6,80.5%,0.4,2.5,2.9,4.0,1.0,2.5,0.2,0.3,2.4,4.0,13.7,009863,"BALDWIN IV, WADE",28,https://media-cdn.cortextech.io/4421c271-22aa-431d-abd7-99b29a85aea6.png,OLY;MUN;BAS;TEL;ULK,OLY;BAY;BKN;MTA;FBB,Olympiacos Piraeus;FC Bayern Munich;Baskonia Vitoria-Gasteiz;Maccabi Rapyd Tel Aviv;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
131,232.0,122.0,21.617241379310343,11.2,2.7,4.2,63.7%,1.3,3.4,40.2%,1.9,2.2,87.2%,1.2,3.3,4.5,1.2,0.7,0.6,0.2,0.2,1.3,2.0,13.9,003469,"VEZENKOV, SASHA",29,https://media-cdn.cortextech.io/9e32629d-7b41-4a3e-8506-2c7e4b92859d.png,BAR;OLY,FCB;OLY,FC Barcelona;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
132,184.0,109.0,25.494746376811598,11.6,3.0,5.7,52.7%,0.8,2.0,42.3%,3.1,3.5,86.7%,1.2,3.3,4.6,1.0,0.6,1.2,0.3,0.4,2.0,3.9,14.0,008987,"LEDAY, ZACH",30,https://media-cdn.cortextech.io/2ba1fc70-da04-4497-83bc-7ff3bc0f3c08.png,OLY;ZAL;PAR;MIL,OLY;ZAL;PAR;EA7,Olympiacos Piraeus;Zalgiris Kaunas;Partizan Mozzart Bet Belgrade;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
133,194.0,133.0,20.560051546391755,8.5,3.2,5.0,63%,0.0,0.0,40%,2.2,2.8,76.1%,2.8,3.4,6.3,0.9,0.5,0.9,0.6,0.3,1.5,3.0,14.6,003941,"MILUTINOV, NIKOLA",30,https://media-cdn.cortextech.io/eaac00b9-51c3-4824-83b3-5d1c9ce00881.png,CSK;OLY,CSK;OLY,CSKA Moscow;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
134,180.0,132.0,28.040925925925926,13.7,3.0,5.4,54.8%,1.7,4.8,36%,2.6,3.1,85.3%,0.3,2.1,2.4,5.0,1.0,2.8,0.0,0.6,2.4,4.1,14.6,002580,"MICIC, VASILIJE",28,https://media-cdn.cortextech.io/2ae4c8f2-6d43-4c69-afe2-e5fb7b9d79f8.png,MUN;RED;ZAL;IST,BAY;CZT;ZAL;EFS,FC Bayern Munich;Crvena Zvezda Meridianbet Belgrade;Zalgiris Kaunas;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
135,169.0,136.0,24.84674556213018,10.3,1.9,3.7,51%,1.3,4.1,32.8%,2.6,2.9,86.9%,0.4,2.2,2.6,5.9,1.4,2.4,0.0,0.3,2.4,4.3,14.7,005928,"CAMPAZZO, FACUNDO",33,https://media-cdn.cortextech.io/c5274543-662b-4958-b6fa-3bf42b944255.png,RED;MAD,CZV;RMB,Crvena Zvezda Meridianbet Belgrade;Real Madrid,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png
136,250.0,177.0,24.713733333333334,11.6,4.6,7.4,62%,0.1,0.2,31.1%,2.3,3.2,71.3%,1.6,3.1,4.8,1.9,1.1,1.4,0.5,0.2,2.6,3.4,15.2,000925,"VESELY, JAN",34,https://media-cdn.cortextech.io/7dff7151-19e6-44b3-ab0c-214861899ad0.png,ULK;BAR,FNB;BAR,Fenerbahce Beko Istanbul;FC Barcelona,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
137,221.0,105.0,28.05588235294118,13.8,3.5,7.0,49%,1.3,3.9,34.5%,2.9,3.7,77.4%,1.3,4.0,5.3,1.8,0.9,1.6,0.2,0.5,1.9,4.1,15.3,004888,"CLYBURN, WILL",34,https://media-cdn.cortextech.io/26d7203d-d138-432c-8d49-16af75d6895e.png,DAR;CSK;IST;VIR,DDI;CSK;EFS;VIR,Darussafaka Basketbol;CSKA Moscow;Anadolu Efes Istanbul;Virtus Bologna,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
138,227.0,183.0,25.613729809104257,13.0,3.9,7.2,54.9%,0.8,2.1,35.9%,2.9,3.9,72.6%,1.5,3.4,4.8,2.5,0.9,2.2,0.4,0.5,2.3,4.4,15.4,001133,"SHENGELIA, TORNIKE",33,https://media-cdn.cortextech.io/45cc5a88-23f5-4a53-9139-22ebee644841.png,BAS;CSK;VIR,LBO;CSK;VIR,Baskonia Vitoria-Gasteiz;CSKA Moscow;Virtus Bologna,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
139,241.0,225.0,22.98326417704011,9.6,3.9,5.6,68.8%,0.0,0.0,0%,1.8,2.6,71.4%,2.6,4.3,6.9,1.1,0.7,1.7,1.7,0.2,2.6,2.8,15.8,005791,"TAVARES, WALTER",32,https://media-cdn.cortextech.io/90f9344a-3a6f-406e-bd33-8218abd2e8f6.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png
140,246.0,140.0,24.7590108401084,14.8,3.2,5.8,56%,1.6,4.0,41%,3.4,3.7,93.2%,0.3,2.2,2.5,3.9,1.0,2.6,0.1,0.4,1.7,4.5,16.9,002100,"DE COLO, NANDO",37,https://media-cdn.cortextech.io/768e4710-28ed-4e85-b513-3b5f613b9eb2.png,CSK;ULK;ASV,CSK;FNB;ASV,CSKA Moscow;Fenerbahce Beko Istanbul;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
141,218.0,135.0,28.202905198776758,14.5,2.3,4.5,51.6%,2.2,5.5,41%,3.1,3.6,87.5%,0.3,2.3,2.7,4.6,1.2,2.2,0.1,0.4,1.4,4.1,17.3,007200,"LARKIN, SHANE",32,https://media-cdn.cortextech.io/8ad5b8f2-3bf2-4ae4-9a49-91160d75f3bb.png,BAS;IST,BKN;EFS,Baskonia Vitoria-Gasteiz;Anadolu Efes Istanbul,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
142,127.0,118.0,30.085039370078743,18.9,3.1,6.6,47.5%,2.9,8.6,33.5%,4.0,4.7,84.4%,0.5,2.3,2.8,5.6,1.2,3.2,0.3,0.5,2.0,4.6,17.9,KVZ,"SHVED, ALEXEY",33,https://media-cdn.incrowdsports.com/796ea536-8200-4083-8f74-22fefd9057c0.png,KHI;CSK,KHI;CSK,BC Khimki;CSKA Moscow,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png
143,257.0,204.0,29.549935149156937,17.2,3.7,7.6,48.6%,2.0,5.9,34%,3.8,4.8,79.6%,0.5,2.8,3.3,5.0,1.1,2.2,0.1,0.6,1.8,4.6,17.9,005985,"JAMES, MIKE",34,https://media-cdn.cortextech.io/feff360e-eb96-423c-9538-cc5845b0bdc7.png,BAS;PAN;MIL;CSK;MCO,LBO;PAO;AXM;CSK;ASM,Baskonia Vitoria-Gasteiz;Panathinaikos AKTOR Athens;EA7 Emporio Armani Milan;CSKA Moscow;AS Monaco,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
